"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
1552 0.133706467223516 5 11 "GO:0060251" "regulation of glial cell proliferation" 0.510204379629487
1610 0.184465932523239 6 8 "GO:0060253" "negative regulation of glial cell proliferation" 0.574200052621248
350 0.712802201957915 4 13 "GO:0060259" "regulation of feeding behavior" 0.919336861772458
-3369 0.0281203385812723 4 5 "GO:0060263" "regulation of respiratory burst" 0.264351900079649
-308 0.118676257344603 3 310 "GO:0060284" "regulation of cell development" 0.489513672310592
-208 0.628991456564456 3 64 "GO:0060285;GO:0001539" "cilium or flagellum-dependent cell motility" 0.882006115449476
2352 0.0134792504989917 2 13 "GO:0060287" "epithelial cilium movement involved in determination of left/right asymmetry" 0.192949937181676
288 0.736846666640785 3 16 "GO:0060291" "long-term synaptic potentiation" 0.925210037138862
748 0.490595054240462 4 10 "GO:0060292" "long-term synaptic depression" 0.81772223573589
173 0.719512901927978 5 51 "GO:0060294" "cilium movement involved in cell motility" 0.919649404092883
1117 0.207413517578386 3 15 "GO:0060295;GO:1902019" "regulation of cilium movement involved in cell motility" 0.598390456646575
1804 0.164298141581861 4 7 "GO:0060296;GO:0033210;GO:0038108" "regulation of cilium beat frequency involved in ciliary motility" 0.552435105455903
-781 0.377939991443913 2 15 "GO:0060297" "regulation of sarcomere organization" 0.742921252127078
3440 0.0249849146119476 3 5 "GO:0060304" "regulation of phosphatidylinositol dephosphorylation" 0.253752418711009
-989 0.479962566671583 2 6 "GO:0060307" "regulation of ventricular cardiac muscle cell membrane repolarization" 0.812021156359729
-144 0.884750243744069 2 12 "GO:0060314" "regulation of ryanodine-sensitive calcium-release channel activity" 0.976696497472726
267 0.861693311289424 4 5 "GO:0060315;GO:0051280" "negative regulation of ryanodine-sensitive calcium-release channel activity" 0.967802507143082
542 0.569156835604237 2 13 "GO:0060317" "cardiac epithelial to mesenchymal transition" 0.857190737467016
-338 0.693733227026565 2 16 "GO:0060322" "head development" 0.910379685494017
2865 0.0122621640092515 2 9 "GO:0060324" "face development" 0.18525972766941
-395 0.515296674739224 2 32 "GO:0060325" "face morphogenesis" 0.828997865351583
-1433 0.0083599566149526 2 40 "GO:0060326" "cell chemotaxis" 0.156815535392385
87 0.95486772837962 2 5 "GO:0060333" "interferon-gamma-mediated signaling pathway" 0.98832050625147
-399 0.531400719770972 3 29 "GO:0060334;GO:0060330" "regulation of response to interferon-gamma" 0.838428305192718
-838 0.287541302846324 3 19 "GO:0060336;GO:0060331;GO:1902216;GO:1902214" "negative regulation of interferon-gamma-mediated signaling pathway" 0.676896284140724
243 0.745768165223865 2 21 "GO:0060338" "regulation of type I interferon-mediated signaling pathway" 0.929236086903434
710 0.423244900994532 4 15 "GO:0060339" "negative regulation of type I interferon-mediated signaling pathway" 0.774280414046337
137 0.397170967423895 2 470 "GO:0060341" "regulation of cellular localization" 0.754592911178759
249 0.751849861099341 3 19 "GO:0060343" "trabecula formation" 0.930852355530798
611 0.53775131572931 4 12 "GO:0060346" "bone trabecula formation" 0.839779076711731
515 0.713115356964924 4 6 "GO:0060347" "heart trabecula formation" 0.919336861772458
-73 0.893645352599738 2 40 "GO:0060348" "bone development" 0.979466632831944
-869 0.134562749593859 2 35 "GO:0060349" "bone morphogenesis" 0.511336546298315
1342 0.175609581346675 2 12 "GO:0060351" "cartilage development involved in endochondral bone morphogenesis" 0.565847222015393
1269 0.365059847192335 2 6 "GO:0060368" "regulation of Fc receptor mediated stimulatory signaling pathway" 0.736495333198847
-712 0.611181028565244 3 6 "GO:0060378" "regulation of brood size" 0.872941796084261
-2473 6.08375216133115e-05 2 31 "GO:0060384" "innervation" 0.0061401428516628
1000 0.171874388641709 2 22 "GO:0060390" "regulation of SMAD protein signal transduction" 0.562649438559891
2779 0.0701139235635855 2 5 "GO:0060391" "positive regulation of SMAD protein signal transduction" 0.396445594120896
-480 0.512428582902431 3 22 "GO:0060393" "regulation of pathway-restricted SMAD protein phosphorylation" 0.828317455938406
-2176 0.0933697013796467 2 7 "GO:0060394" "negative regulation of pathway-restricted SMAD protein phosphorylation" 0.449140802113639
464 0.535853529707651 2 21 "GO:0060395" "SMAD protein signal transduction" 0.839779076711731
2534 0.0986242548905263 2 5 "GO:0060396" "growth hormone receptor signaling pathway" 0.45750427170512
-701 0.117170380388745 7 59 "GO:0060402;GO:0060401" "cytosolic calcium ion transport" 0.486220439723018
-224 0.695276028981943 2 36 "GO:0060411" "cardiac septum morphogenesis" 0.911037368221491
906 0.290895961510303 4 16 "GO:0060412" "ventricular septum morphogenesis" 0.681548675809583
-1605 0.185902298953992 2 8 "GO:0060413" "atrial septum morphogenesis" 0.575373776055374
2112 0.103487814166481 4 7 "GO:0060425" "lung morphogenesis" 0.4659115988774
-649 0.0160512939584241 2 164 "GO:0060429" "epithelium development" 0.20787525079855
-638 0.537416255349254 2 11 "GO:0060441" "epithelial tube branching involved in lung morphogenesis" 0.839779076711731
-340 0.721264553698366 4 13 "GO:0060445" "branching involved in salivary gland morphogenesis" 0.920152283610352
-517 0.690219836201551 2 7 "GO:0060456" "positive regulation of digestive system process" 0.909074718786495
-599 0.643970970869317 3 7 "GO:0060484" "lung-associated mesenchyme development" 0.891228274925679
475 0.44166098104329 2 31 "GO:0060485" "mesenchyme development" 0.783977265261597
373 0.758373907792668 5 8 "GO:0060487;GO:0060479" "lung epithelial cell differentiation" 0.932372856439758
-473 0.340008301356193 2 48 "GO:0060536" "cartilage morphogenesis" 0.722939145072116
1141 0.318471516139235 3 9 "GO:0060538" "skeletal muscle organ development" 0.70827415078015
253 0.869283078145304 4 5 "GO:0060539" "diaphragm development" 0.970386402501461
687 0.526666223038158 3 10 "GO:0060541" "respiratory system development" 0.835139629755576
889 0.412660582987847 7 10 "GO:0060544;GO:0062098" "regulation of necroptotic process" 0.767259652444418
-1044 0.00518506180653708 3 85 "GO:0060560" "developmental growth involved in morphogenesis" 0.12111186144833
184 0.858868158567767 2 11 "GO:0060561" "apoptotic process involved in morphogenesis" 0.967155272286098
-165 0.656632589663102 3 86 "GO:0060562" "epithelial tube morphogenesis" 0.893723654286635
-3543 0.0209260915238662 2 5 "GO:0060563" "neuroepithelial cell differentiation" 0.236080273587865
-1504 0.188606080045845 4 9 "GO:0060571" "morphogenesis of an epithelial fold" 0.580386091667231
488 0.727726282949884 2 6 "GO:0060581" "cell fate commitment involved in pattern specification" 0.922520375414895
-2266 0.139793983474563 4 5 "GO:0060601" "lateral sprouting from an epithelium" 0.51765635108202
-355 0.73188802415435 2 11 "GO:0060603" "mammary gland duct morphogenesis" 0.923661779159242
-1475 0.0353535984559556 2 24 "GO:0060612" "adipose tissue development" 0.300569172484356
67 0.958948696957171 4 7 "GO:0060613" "fat pad development" 0.988857002579276
-149 0.468975955643644 3 285 "GO:0060627" "regulation of vesicle-mediated transport" 0.803954510911027
637 0.457973521076663 5 16 "GO:0060628" "regulation of ER to Golgi vesicle-mediated transport" 0.795962257479545
-2486 0.105231744262031 5 5 "GO:0060644" "mammary gland epithelial cell differentiation" 0.469000340888638
3005 0.0501984426685883 3 5 "GO:0060670" "branching involved in labyrinthine layer morphogenesis" 0.344696376318199
-462 0.627564521710231 2 13 "GO:0060674" "placenta blood vessel development" 0.880527602886394
-662 0.365648067264948 2 22 "GO:0060688;GO:1905330" "regulation of morphogenesis of an epithelium" 0.736495333198847
-303 0.802921338145296 3 8 "GO:0060706" "cell differentiation involved in embryonic placenta development" 0.948852291353204
159 0.889745464749021 3 9 "GO:0060716" "labyrinthine layer blood vessel development" 0.978059572857905
1778 0.204237109977271 4 6 "GO:0060718" "chorionic trophoblast cell differentiation" 0.596559602900795
-1552 0.31188290594131 4 5 "GO:0060731;GO:0060730;GO:0052106;GO:0070715" "positive regulation of intestinal epithelial structure maintenance" 0.702702810478824
443 0.751814891980456 2 6 "GO:0060740" "prostate gland epithelium morphogenesis" 0.930852355530798
-937 0.470058355658732 2 7 "GO:0060765" "regulation of androgen receptor signaling pathway" 0.804406409256406
-1083 0.43943486064858 2 6 "GO:0060768" "regulation of epithelial cell proliferation involved in prostate gland development" 0.782216403217096
765 0.459556517273366 3 11 "GO:0060788" "ectodermal placode formation" 0.796286588831378
2337 0.127795765926281 2 5 "GO:0060819" "inactivation of X chromosome by genetic imprinting" 0.50474725257554
-175 0.501675974931839 3 176 "GO:0060828" "regulation of canonical Wnt signaling pathway" 0.823078161692348
1290 0.259374932872378 2 9 "GO:0060956;GO:0003348" "cardiac endothelial cell differentiation" 0.647324545348125
-235 0.642782643898607 2 46 "GO:0060964;GO:0060147;GO:0060966" "regulation of posttranscriptional gene silencing" 0.891228274925679
33 0.942359435652801 2 57 "GO:0060968" "regulation of gene silencing" 0.987182884718299
-141 0.902126944093748 2 9 "GO:0060969" "negative regulation of gene silencing" 0.979625824863198
158 0.896593999930106 3 8 "GO:0060972" "left/right pattern formation" 0.979625757988429
-342 0.656232997035806 3 20 "GO:0060976" "coronary vasculature development" 0.893723654286635
1435 0.30578896881236 2 6 "GO:0060979" "vasculogenesis involved in coronary vascular morphogenesis" 0.696609376181217
-71 0.945593299634825 2 11 "GO:0060982;GO:0060977" "coronary vasculature morphogenesis" 0.987805420414103
-188 0.8930363952135 2 6 "GO:0060992" "response to fungicide" 0.979466632831944
-1133 0.350364324792064 2 8 "GO:0060993" "kidney morphogenesis" 0.730556754870792
-1341 0.158991940916806 2 13 "GO:0060996" "dendritic spine development" 0.547780542794273
-344 0.688194976337346 2 16 "GO:0060997" "dendritic spine morphogenesis" 0.90799311755145
183 0.717447858523558 2 46 "GO:0060998" "regulation of dendritic spine development" 0.919336861772458
-811 0.181757965062606 5 32 "GO:0060999" "positive regulation of dendritic spine development" 0.573295136155351
2645 0.00758464966368036 3 12 "GO:0061000" "negative regulation of dendritic spine development" 0.148355117219997
801 0.1872198914485 3 32 "GO:0061001" "regulation of dendritic spine morphogenesis" 0.577291863585818
3769 0.0140434674980432 3 5 "GO:0061002" "negative regulation of dendritic spine morphogenesis" 0.198159614517165
5 0.995253982220742 2 18 "GO:0061003" "positive regulation of dendritic spine morphogenesis" 0.99886196051342
-2350 0.0700338430909918 4 7 "GO:0061005" "cell differentiation involved in kidney development" 0.396445594120896
293 0.501804021097648 2 62 "GO:0061014;GO:1903313" "positive regulation of mRNA metabolic process" 0.823078161692348
147 0.401578168749416 4 396 "GO:0061024" "membrane organization" 0.757486034987426
862 0.315197044745085 3 16 "GO:0061028;GO:0001885" "endothelial cell development" 0.704468246729995
-634 0.366005545677887 3 24 "GO:0061035" "regulation of cartilage development" 0.736495333198847
-927 0.370287465584235 2 11 "GO:0061036" "positive regulation of cartilage development" 0.736678808845403
-290 0.779273816329952 2 11 "GO:0061037" "negative regulation of cartilage development" 0.940435740048172
792 0.13545324853234 2 42 "GO:0061041" "regulation of wound healing" 0.512230004649897
368 0.734828549696664 2 10 "GO:0061049" "cell growth involved in cardiac muscle cell development" 0.924585155822999
-284 0.783459750517294 3 11 "GO:0061050" "regulation of cell growth involved in cardiac muscle cell development" 0.941955634909205
-549 0.720570260934556 3 5 "GO:0061052" "negative regulation of cell growth involved in cardiac muscle cell development" 0.920079855061493
103 0.901622149465046 2 17 "GO:0061053" "somite development" 0.979625824863198
2161 0.0749289721458206 3 8 "GO:0061056" "sclerotome development" 0.407361635491916
-112 0.936285162444225 2 6 "GO:0061074" "regulation of neural retina development" 0.986136112493987
1858 0.00085480236632636 3 38 "GO:0061077" "chaperone-mediated protein folding" 0.0408146544002495
-835 0.551170811857805 4 6 "GO:0061085;GO:0061087" "regulation of histone H3-K27 methylation" 0.848565791197099
585 0.703077565940674 4 5 "GO:0061088" "regulation of sequestering of zinc ion" 0.913788191971836
622 0.355846765308071 2 26 "GO:0061097" "regulation of protein tyrosine kinase activity" 0.732297631524272
-137 0.890004636661859 4 12 "GO:0061098" "positive regulation of protein tyrosine kinase activity" 0.978059572857905
575 0.57866039389165 4 11 "GO:0061099" "negative regulation of protein tyrosine kinase activity" 0.861608366198597
114 0.712901063388896 2 124 "GO:0061136;GO:2000058" "regulation of proteasomal protein catabolic process" 0.919336861772458
-303 0.828794378863594 2 6 "GO:0061154;GO:0003159" "endothelial tube morphogenesis" 0.959528953756848
-517 0.360386016078569 4 37 "GO:0061158;GO:0061157;GO:0050779" "RNA destabilization" 0.734596795283268
-1718 0.0020562444966061 2 38 "GO:0061178" "regulation of insulin secretion involved in cellular response to glucose stimulus" 0.0725363263840077
-2224 0.14725261540084 2 5 "GO:0061205" "paramesonephric duct development" 0.530131845392057
-1871 0.222790236577465 2 5 "GO:0061299;GO:0061304" "retina vasculature morphogenesis in camera-type eye" 0.612646468896572
1593 0.255308679200867 7 6 "GO:0061310;GO:0061324;GO:1901963;GO:0021872;GO:0060596;GO:2000151;GO:2000150;GO:2000160;GO:2000159;GO:2000162;GO:2000161;GO:2000168;GO:2000167;GO:2000164;GO:2000163;GO:2000166;GO:2000165;GO:2000149;GO:2000148" "regulation of planar cell polarity pathway involved in neural tube closure" 0.644186548309096
770 0.316106699074989 2 20 "GO:0061311" "cell surface receptor signaling pathway involved in heart development" 0.705161097936514
389 0.748429181935612 2 8 "GO:0061314" "Notch signaling involved in heart development" 0.930369216512436
1013 0.434919612499711 2 7 "GO:0061316;GO:0003306;GO:0021874" "Wnt signaling pathway involved in heart development" 0.780997338562765
-2423 0.0616986492096597 2 7 "GO:0061333" "renal tubule morphogenesis" 0.371420756961062
-1959 0.00891780233148671 2 21 "GO:0061337;GO:0035637" "multicellular organismal signaling" 0.161511308892482
-1497 0.0262369026400514 2 26 "GO:0061351" "neural precursor cell proliferation" 0.258725650616848
-1037 0.339074465205679 6 10 "GO:0061371" "determination of heart left/right asymmetry" 0.722939145072116
201 0.845972335564611 2 11 "GO:0061384;GO:0061383" "trabecula morphogenesis" 0.964724045262333
-749 0.490304976943068 2 10 "GO:0061418" "regulation of transcription from RNA polymerase II promoter in response to hypoxia" 0.81772223573589
-820 0.152254499588093 2 36 "GO:0061448" "connective tissue development" 0.537273258611677
500 0.389339164029154 7 35 "GO:0061462" "protein localization to lysosome" 0.750742835446382
556 0.345441586162636 3 34 "GO:0061512" "protein localization to cilium" 0.726495867484579
-584 0.524292496843615 3 14 "GO:0061515" "myeloid cell development" 0.834192993113022
486 0.728441599893731 2 6 "GO:0061548" "ganglion development" 0.922900949530331
2349 0.0104288378592598 3 14 "GO:0061564" "axon development" 0.172463371357738
-672 0.393277073526564 3 19 "GO:0061580;GO:0061582" "colon epithelial cell migration" 0.752633707100206
-1458 0.158945624944385 3 11 "GO:0061591;GO:0061588;GO:0061590;GO:0061589" "calcium activated galactosylceramide scrambling" 0.547780542794273
668 0.582094129880555 2 8 "GO:0061620;GO:0061615" "glycolytic process through glucose-6-phosphate" 0.862556572532871
-608 0.691982731190995 3 5 "GO:0061622" "glycolytic process through glucose-1-phosphate" 0.90984932032244
-404 0.792230701644819 3 5 "GO:0061635" "regulation of protein complex stability" 0.944006686835155
10 0.994158449275275 2 6 "GO:0061817;GO:0051643" "endoplasmic reticulum localization" 0.998594770447137
2007 0.15188529291545 4 6 "GO:0061844" "antimicrobial humoral immune response mediated by antimicrobial peptide" 0.53699459955971
77 0.924696651817217 2 18 "GO:0061912" "selective autophagy" 0.983803977749265
3615 0.0184729305108137 3 5 "GO:0061952" "midbody abscission" 0.22390139108876
-24 0.966688647150548 2 37 "GO:0061982" "meiosis I cell cycle process" 0.989934409679515
-734 0.600124466216838 3 6 "GO:0061983" "meiosis II cell cycle process" 0.868581859095834
2737 0.0745003213198411 2 5 "GO:0062009" "secondary palate development" 0.407361635491916
-717 0.0157742369952712 4 135 "GO:0062012" "regulation of small molecule metabolic process" 0.20699328536653
-609 0.214690373259809 2 49 "GO:0062013" "positive regulation of small molecule metabolic process" 0.606962556458802
-384 0.443491382971753 2 47 "GO:0062014" "negative regulation of small molecule metabolic process" 0.786045657033175
298 0.83176488349855 2 6 "GO:0062043;GO:0062042" "regulation of cardiac epithelial to mesenchymal transition" 0.960604105618775
-1405 0.0250155758661583 4 30 "GO:0062149" "detection of stimulus involved in sensory perception of pain" 0.253752418711009
-503 0.343138093742368 2 42 "GO:0062207" "regulation of pattern recognition receptor signaling pathway" 0.72358270585677
-921 0.241991129867696 2 19 "GO:0062208" "positive regulation of pattern recognition receptor signaling pathway" 0.630243565225674
1127 0.0556460003128796 4 34 "GO:0065002;GO:0071806" "protein transmembrane transport" 0.360821184470483
410 0.000250104410577034 2 1028 "GO:0065003;GO:0043933" "protein-containing complex subunit organization" 0.0187657706158356
1071 0.0120408738979981 3 65 "GO:0065004" "protein-DNA complex assembly" 0.184198093578761
-1360 0.331605932086231 6 6 "GO:0065005;GO:0034377" "protein-lipid complex assembly" 0.71502514780145
-212 0.798662171450745 2 17 "GO:0070050" "neuron cellular homeostasis" 0.947766346657017
-1368 0.0824880552930339 3 19 "GO:0070059" "intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress" 0.423044305243457
1627 0.179871215695133 6 8 "GO:0070071" "proton-transporting two-sector ATPase complex assembly" 0.569956547218468
-655 0.304590951241413 7 29 "GO:0070076;GO:0016577;GO:0006482;GO:0008214" "protein demethylation" 0.695556244694763
-1409 0.218027218971514 2 9 "GO:0070092" "regulation of glucagon secretion" 0.609790745749147
909 0.55348005299214 2 5 "GO:0070102" "interleukin-6-mediated signaling pathway" 0.849724004707322
510 0.622328317272874 2 11 "GO:0070121" "Kupffer's vesicle development" 0.878416348344934
2650 0.0104346359653719 2 11 "GO:0070125" "mitochondrial translational elongation" 0.172463371357738
2671 0.0195298401757448 2 9 "GO:0070126" "mitochondrial translational termination" 0.230023483157619
-767 0.438876500599921 2 12 "GO:0070129;GO:0062125" "regulation of mitochondrial gene expression" 0.782205818852198
2465 0.078460934566664 4 6 "GO:0070142" "synaptic vesicle budding" 0.415537247380978
-316 0.519990774179092 3 49 "GO:0070167;GO:0110149;GO:0030500" "regulation of biomineralization" 0.832277589986643
-812 0.531136568029671 2 7 "GO:0070168;GO:0110150" "negative regulation of biomineral tissue development" 0.838291337921955
1035 0.317155634921105 5 11 "GO:0070189;GO:0006569;GO:0046218;GO:0042436" "kynurenine metabolic process" 0.706775976687973
662 0.268469935339003 2 33 "GO:0070192" "chromosome organization involved in meiotic cell cycle" 0.655678248451466
335 0.725205207311705 2 13 "GO:0070198" "protein localization to chromosome, telomeric region" 0.921972472813193
1892 0.0981890988009185 6 9 "GO:0070199" "establishment of protein localization to chromosome" 0.45750427170512
1124 0.463718745332027 7 5 "GO:0070200" "establishment of protein localization to telomere" 0.800891271987386
2481 0.0765811376866382 4 6 "GO:0070202;GO:1904814" "regulation of establishment of protein localization to chromosome" 0.411362543005385
-62 0.915657221750772 2 35 "GO:0070207;GO:0070206" "protein trimerization" 0.981066991556061
-465 0.684698274256593 2 9 "GO:0070208" "protein heterotrimerization" 0.905080744522068
-229 0.743577056504346 7 24 "GO:0070212" "protein poly-ADP-ribosylation" 0.928705954906439
-287 0.851763978711056 2 5 "GO:0070213" "protein auto-ADP-ribosylation" 0.965769019307825
-542 0.343917751625168 2 36 "GO:0070228;GO:2000106" "regulation of leukocyte apoptotic process" 0.724464889452838
-1658 0.109115151526639 2 11 "GO:0070229" "negative regulation of lymphocyte apoptotic process" 0.475111841012138
-494 0.61794979010078 5 12 "GO:0070230" "positive regulation of lymphocyte apoptotic process" 0.875991238440266
1051 0.386468727685786 5 8 "GO:0070231;GO:0070227;GO:0071887" "leukocyte apoptotic process" 0.74904234318696
-609 0.538696325048625 9 12 "GO:0070232" "regulation of T cell apoptotic process" 0.839779076711731
-1854 0.185708674619113 6 6 "GO:0070233" "negative regulation of T cell apoptotic process" 0.575306707688275
317 0.836354190441545 2 5 "GO:0070235" "regulation of activation-induced cell death of T cells" 0.961026697559549
-1500 0.328448514275233 2 5 "GO:0070243" "regulation of thymocyte apoptotic process" 0.71293543090863
-347 0.67644097984285 4 17 "GO:0070252" "actin-mediated cell contraction" 0.901901602846947
-952 0.535126800154318 7 5 "GO:0070262" "peptidyl-serine dephosphorylation" 0.839779076711731
1445 0.144665038148204 2 12 "GO:0070266" "necroptotic process" 0.5256200117806
793 0.106267047411311 7 49 "GO:0070286" "axonemal dynein complex assembly" 0.470341135873846
-1502 0.016592935186386 2 30 "GO:0070301" "cellular response to hydrogen peroxide" 0.210846248994749
-249 0.80171653152805 2 12 "GO:0070317;GO:0070316" "regulation of G0 to G1 transition" 0.94864867628311
-834 0.586680883698471 7 5 "GO:0070328;GO:0055090" "triglyceride homeostasis" 0.863399918195104
-858 0.508405811086659 5 7 "GO:0070365" "hepatocyte differentiation" 0.825853700689566
2314 0.0985933744849962 2 6 "GO:0070371" "ERK1 and ERK2 cascade" 0.45750427170512
-696 0.0162341194424319 7 142 "GO:0070372" "regulation of ERK1 and ERK2 cascade" 0.209617650061161
521 0.376244211109538 2 34 "GO:0070373" "negative regulation of ERK1 and ERK2 cascade" 0.742921252127078
-922 0.00841085270383478 5 97 "GO:0070374" "positive regulation of ERK1 and ERK2 cascade" 0.15714664320564
-890 0.246266630625271 3 20 "GO:0070417" "cellular response to cold" 0.63496974156408
250 0.809043826152725 5 11 "GO:0070423;GO:0035872" "nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway" 0.951567595477465
-316 0.837067212933921 3 5 "GO:0070431" "nucleotide-binding oligomerization domain containing 2 signaling pathway" 0.961026697559549
1000 0.514810639118923 4 5 "GO:0070445" "regulation of oligodendrocyte progenitor proliferation" 0.82886932161673
772 0.614988010094951 2 5 "GO:0070472" "regulation of uterine smooth muscle contraction" 0.875248504128811
-185 0.857970397129355 5 11 "GO:0070475" "rRNA base methylation" 0.967155272286098
-1039 0.498536614088537 2 5 "GO:0070486" "leukocyte aggregation" 0.821681511435326
-917 0.300962135484669 2 15 "GO:0070498" "interleukin-1-mediated signaling pathway" 0.691289742537067
127 0.740463389549903 2 81 "GO:0070507" "regulation of microtubule cytoskeleton organization" 0.926995770891815
-997 0.0467718522744731 7 47 "GO:0070509" "calcium ion import" 0.334939047906234
2509 0.053013880228227 2 7 "GO:0070525" "tRNA threonylcarbamoyladenosine metabolic process" 0.351961533481501
572 0.292197020532659 2 40 "GO:0070534" "protein K63-linked ubiquitination" 0.682418634415948
-430 0.522775911163667 2 26 "GO:0070536" "protein K63-linked deubiquitination" 0.834006659490602
-904 0.197159521233734 2 24 "GO:0070542" "response to fatty acid" 0.58873850718374
180 0.838967845817803 2 15 "GO:0070544" "histone H3-K36 demethylation" 0.961872667276438
-72 0.899916296894585 2 36 "GO:0070555" "response to interleukin-1" 0.979625757988429
1670 0.12387855408253 2 10 "GO:0070584" "mitochondrion morphogenesis" 0.500490534314632
-863 0.00748850774191838 2 114 "GO:0070588" "calcium ion transmembrane transport" 0.147657816870194
-690 0.524740860709404 2 10 "GO:0070593" "dendrite self-avoidance" 0.834325613378188
656 0.312289572548756 3 28 "GO:0070613;GO:1903317" "regulation of protein maturation" 0.703067882746649
-1298 0.143050284447796 2 15 "GO:0070633" "transepithelial transport" 0.522876740782381
905 0.555227281633669 2 5 "GO:0070741" "response to interleukin-6" 0.850616367335481
1252 0.414388384322107 4 5 "GO:0070813" "hydrogen sulfide metabolic process" 0.767259652444418
643 0.596028979009696 5 8 "GO:0070816" "phosphorylation of RNA polymerase II C-terminal domain" 0.867639435155183
485 0.549088517875645 2 18 "GO:0070830" "bicellular tight junction assembly" 0.847108819842746
1049 0.0793205080435512 2 33 "GO:0070849" "response to epidermal growth factor" 0.416608935024296
-3502 0.0224857410625829 3 5 "GO:0070857;GO:1904251" "regulation of bile acid biosynthetic process" 0.243226768885193
791 0.291336734703752 2 21 "GO:0070861" "regulation of protein exit from endoplasmic reticulum" 0.681548675809583
1377 0.164550164688367 2 12 "GO:0070863" "positive regulation of protein exit from endoplasmic reticulum" 0.552435105455903
-231 0.807986980098054 3 13 "GO:0070873;GO:0032881" "regulation of polysaccharide metabolic process" 0.95127134618269
130 0.925875845128076 3 6 "GO:0070875" "positive regulation of glycogen metabolic process" 0.984172502792987
-118 0.890452843068274 2 16 "GO:0070884;GO:0106056" "regulation of calcineurin-NFAT signaling cascade" 0.978059572857905
-221 0.855394457386018 6 8 "GO:0070885;GO:0106057" "negative regulation of calcineurin-NFAT signaling cascade" 0.966176726419046
-819 0.55883141069566 3 6 "GO:0070886;GO:0106058" "positive regulation of calcineurin-mediated signaling" 0.852107876854865
129 0.909906572920221 2 9 "GO:0070897" "transcription preinitiation complex assembly" 0.980942068770205
-462 0.721831805155441 2 7 "GO:0070911" "global genome nucleotide-excision repair" 0.920152283610352
-257 0.812671223456009 2 10 "GO:0070914" "UV-damage excision repair" 0.954069811220811
-98 0.879411939330153 3 28 "GO:0070918;GO:0031050" "production of small RNA involved in gene silencing by RNA" 0.974197044084578
909 0.516349798577922 3 6 "GO:0070920;GO:0060967" "regulation of production of small RNA involved in gene silencing by RNA" 0.829634771542433
2598 0.0636070811671932 4 6 "GO:0070922" "small RNA loading onto RISC" 0.379155955456901
40 0.803809249049362 2 465 "GO:0070925" "organelle assembly" 0.949426866630768
948 0.382166109438243 2 10 "GO:0070932" "histone H3 deacetylation" 0.744948123428691
911 0.45273110581795 2 8 "GO:0070933" "histone H4 deacetylation" 0.792321339208238
977 0.0836060729133358 3 37 "GO:0070936" "protein K48-linked ubiquitination" 0.425070549858846
1596 0.298233711510238 4 5 "GO:0070940" "dephosphorylation of RNA polymerase II C-terminal domain" 0.689473435136884
-9 0.987124816040499 6 40 "GO:0070972" "protein localization to endoplasmic reticulum" 0.996950446702485
2270 0.13899126141828 2 5 "GO:0070973" "protein localization to endoplasmic reticulum exit site" 0.51645456329126
-2921 0.0569583814333488 2 5 "GO:0070977" "bone maturation" 0.364312650423557
984 0.237348002824036 2 17 "GO:0070979" "protein K11-linked ubiquitination" 0.626899580828413
-561 0.624096609929891 3 9 "GO:0070986" "left/right axis specification" 0.879255289215903
-780 0.495084949995581 3 9 "GO:0070987" "error-free translesion synthesis" 0.819787208965708
-217 0.685980862663618 2 41 "GO:0070988" "demethylation" 0.905964323902639
907 0.403047669212353 3 10 "GO:0070989" "oxidative demethylation" 0.759348876989555
-178 0.907605702691907 3 5 "GO:0070995" "NADPH oxidation" 0.980942068770205
-91 0.910289326313472 7 18 "GO:0071027;GO:0071025" "RNA surveillance" 0.980942068770205
-1391 0.160246237915351 8 12 "GO:0071028" "nuclear mRNA surveillance" 0.547913260692896
153 0.920742988402851 4 5 "GO:0071033" "nuclear retention of pre-mRNA at the site of transcription" 0.982329116971273
202 0.876236910098242 3 7 "GO:0071035;GO:0071046;GO:0043634;GO:0071029;GO:0043633" "polyadenylation-dependent RNA catabolic process" 0.973765179867426
1361 0.375216910371827 2 5 "GO:0071038" "nuclear polyadenylation-dependent tRNA catabolic process" 0.742921252127078
741 0.31113571817513 5 22 "GO:0071044;GO:0008334" "histone mRNA metabolic process" 0.701923866029967
1311 0.25177502320473 2 9 "GO:0071051;GO:0034475" "U4 snRNA 3'-end processing" 0.640894202848012
-100 0.948221027989937 3 5 "GO:0071071" "regulation of phospholipid biosynthetic process" 0.987861255501341
329 0.340134685559633 2 100 "GO:0071103" "DNA conformation change" 0.722939145072116
9 0.990193362589145 2 23 "GO:0071108" "protein K48-linked deubiquitination" 0.997554214389718
-817 0.594332777557224 2 5 "GO:0071139" "resolution of recombination intermediates" 0.866820853426557
555 0.339364918180257 2 35 "GO:0071156;GO:0071158" "regulation of cell cycle arrest" 0.722939145072116
897 0.408412176628834 2 10 "GO:0071157" "negative regulation of cell cycle arrest" 0.763487542053936
2295 0.00749690629338831 2 16 "GO:0071168" "protein localization to chromatin" 0.147657816870194
-56 0.827993109204668 3 179 "GO:0071214;GO:0104004" "cellular response to abiotic stimulus" 0.959128261237159
